sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,x_bounce_distance,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a,is_exact_bounce
534,534,contraction,-6.218828136880967e-63,6.218828136880967e-63,0.013491648953336613,2.4684765186724259e-32,-72.779121809525037,4.0510816790666136e+31,-1.4309949262797231e+61,1.4309949262797231e+61,1.5754966030996239e+61,2.1256047096195658e+59,4.5181953815568786e+118,2.4821895463784536e+122,0.99981797540851991,2.4826414481738492e+122,0.00018202459148008998,2.0995227568679867e+94,2.4821895463784272e+122,0.68411113820097691,8.4583498465345534e-29,0.99999999999998934,2.7560793622674943e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9634754536805421e+122,2.4684765186724259e-32,0.00018202459148008998,2.0147173272680835e-123,2.0147173272680835e-123,4.5510289994084704e-05,no
535,535,contraction,-6.1688778599855503e-63,6.1688778599855503e-63,0.013383302108660462,2.4684747214110957e-32,-72.779122537610547,4.051084628601557e+31,-1.419505159701948e+61,1.419505159701948e+61,1.575498897293779e+61,2.1085377714343679e+59,4.4459315335654111e+118,2.4821967753739135e+122,0.99982088722466833,2.4826414481738492e+122,0.00017911277533166903,2.0995273427692853e+94,2.4821967753739186e+122,0.68411113820097691,8.4583436881349438e-29,1.000000000000002,2.7560713356334277e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9635043644411236e+122,2.4684747214110957e-32,0.00017911277533166903,2.014705592210348e-123,2.014705592210348e-123,4.4782204484233588e-05,no
536,536,contraction,-6.1193289315014518e-63,6.1193289315014518e-63,0.013275825360648736,2.4684729529066493e-32,-72.779123254046922,4.0510875309469804e+31,-1.4081076141293333e+61,1.4081076141293333e+61,1.5755011547848427e+61,2.091607818642545e+59,4.3748232670066255e+118,2.4822038887283732e+122,0.99982375246099353,2.4826414481738492e+122,0.00017624753900646883,2.0995318553074074e+94,2.4822038887283453e+122,0.68411113820097691,8.4583376282719158e-29,0.99999999999998879,2.756063437445686e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9635328128032886e+122,2.4684729529066493e-32,0.00017624753900646883,2.0146940449764513e-123,2.0146940449764513e-123,4.4065768109800312e-05,no
537,537,contraction,-6.070178123202831e-63,6.070178123202831e-63,0.013169211721850923,2.4684712126988243e-32,-72.779123959020581,4.051090386858034e+31,-1.3968015501468471e+61,1.3968015501468471e+61,1.5755033761600521e+61,2.0748137529145054e+59,4.3048521092831746e+118,2.4822108882917225e+122,0.99982657186262502,2.4826414481738492e+122,0.00017342813737497575,2.099536295656139e+94,2.4822108882917611e+122,0.68411113820097691,8.458331665368919e-29,1.0000000000000155,2.7560556656480856e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9635608061616656e+122,2.4684712126988243e-32,0.00017342813737497575,2.0146826825584969e-123,2.0146826825584969e-123,4.3360794439064418e-05,no
538,538,contraction,-6.021422232911449e-63,6.021422232911449e-63,0.013063454260930533,2.4684695003348189e-32,-72.77912465271497,4.0510931970776293e+31,-1.3855862342495801e+61,1.3855862342495801e+61,1.5755055619972461e+61,2.0581544846995726e+59,4.2359998828889629e+118,2.4822177758842585e+122,0.99982934616277253,2.4826414481738492e+122,0.00017065383722747463,2.0995406649702511e+94,2.4822177758842567e+122,0.68411113820097691,8.4583257978737037e-29,0.99999999999999922,2.7560480182173822e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9635883517919368e+122,2.4684695003348189e-32,0.00017065383722747463,2.0146715019971057e-123,2.0146715019971057e-123,4.2667100062389496e-05,no
539,539,contraction,-5.9730580842843845e-63,5.9730580842843845e-63,0.012958546102214098,2.468467815368989e-32,-72.779125335310553,4.0510959623369407e+31,-1.3744609387952804e+61,1.3744609387952804e+61,1.5755077128650176e+61,2.0416289331554814e+59,4.1682487006975881e+118,2.4822245532971587e+122,0.9998320760829168,2.4826414481738492e+122,0.00016792391708320142,2.0995449643862759e+94,2.4822245532971782e+122,0.68411113820097691,8.4583200242598254e-29,1.0000000000000078,2.7560404931627423e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9636154568542177e+122,2.468467815368989e-32,0.00016792391708320142,2.0146605003800363e-123,2.0146605003800363e-123,4.1984504468359023e-05,no
540,540,contraction,-5.9250825266038659e-63,5.9250825266038659e-63,0.012854480425244508,2.4684661573629001e-32,-72.779126006984967,4.0510986833553158e+31,-1.3634249419592866e+61,1.3634249419592866e+61,1.5755098293228603e+61,2.0252360260814354e+59,4.1015809613381254e+118,2.482231222292948e+122,0.99983476233299695,2.4826414481738492e+122,0.00016523766700304865,2.0995491950223684e+94,2.482231222292915e+122,0.68411113820097691,8.4583143430245024e-29,0.99999999999998668,2.7560330885252214e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9636421283935622e+122,2.4684661573629001e-32,0.00016523766700304865,2.0146496748419711e-123,2.0146496748419711e-123,4.1312830065566121e-05,no
541,541,contraction,-5.8774924345685598e-63,5.8774924345685598e-63,0.012751250464337331,2.4684645258850558e-32,-72.779126667912948,4.0511013608407233e+31,-1.3524775276857178e+61,1.3524775276857178e+61,1.5755119119213147e+61,2.0089746998456039e+59,4.0359793446197332e+118,2.4822377846059563e+122,0.99983740561159573,2.4826414481738492e+122,0.0001625943884042691,2.0995533579790034e+94,2.4822377846059904e+122,0.68411113820097691,8.4583087526898549e-29,1.0000000000000138,2.7560258023772543e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9636683733430565e+122,2.4684645258850558e-32,0.0001625943884042691,2.0146390225632557e-123,2.0146390225632557e-123,4.0651902072513381e-05,no
542,542,contraction,-5.8302847080867795e-63,5.8302847080867795e-63,0.012648849508141069,2.4684629205109643e-32,-72.779127318266475,4.0511039954896426e+31,-1.3416179856451106e+61,1.3416179856451106e+61,1.5755139612021119e+61,1.9928438993221963e+59,3.9714268070656961e+118,2.4822442419427697e+122,0.99984000660612038,2.4826414481738492e+122,0.00015999339387962053,2.0995574543388009e+94,2.4822442419427928e+122,0.68411113820097691,8.4583032518006667e-29,1.0000000000000093,2.7560186328221512e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9636941985241719e+122,2.4684629205109643e-32,0.00015999339387962053,2.0146285407697447e-123,2.0146285407697447e-123,4.0001548544285575e-05,no
543,543,contraction,-5.7834562720713754e-63,5.7834562720713754e-63,0.012547270899200807,2.4684613408228587e-32,-72.779127958214772,4.0511065879875242e+31,-1.3308456111864005e+61,1.3308456111864005e+61,1.5755159776983142e+61,1.9768425778201356e+59,3.9079065774825594e+118,2.4822505959826744e+122,0.99984256599298205,2.4826414481738492e+122,0.00015743400701795363,2.0995614851672431e+94,2.4822505959827015e+122,0.68411113820097691,8.4582978389257583e-29,1.0000000000000109,2.7560115779936018e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9637196106499067e+122,2.4684613408228587e-32,0.00015743400701795363,2.0146182267315228e-123,2.0146182267315228e-123,3.9361600260005131e-05,no
544,544,contraction,-5.7370040762363094e-63,5.7370040762363094e-63,0.012446508033525384,2.4684597864096933e-32,-72.779128587924305,4.0511091390087922e+31,-1.3201597052930143e+61,1.3201597052930143e+61,1.5755179619344534e+61,1.9609696970178359e+59,3.8454021526222232e+118,2.4822568483780935e+122,0.99984508443777143,2.4826414481738492e+122,0.00015491556222857472,2.0995654515126793e+94,2.4822568483780975e+122,0.68411113820097691,8.4582925126565174e-29,1.0000000000000016,2.7560046360551895e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9637446163256706e+122,2.4684597864096933e-32,0.00015491556222857472,2.0146080777625369e-123,2.0146080777625369e-123,3.8731890720194372e-05,no
545,545,contraction,-5.6909250948949635e-63,5.6909250948949635e-63,0.012346554360158028,2.4684582568669875e-32,-72.779129207558938,4.0511116492171041e+31,-1.3095595745391993e+61,1.3095595745391993e+61,1.5755199144266681e+61,1.9452242268983372e+59,3.7838972929122335e+118,2.4822630007550156e+122,0.99984756259543162,2.4826414481738492e+122,0.00015243740456838406,2.0995693544067254e+94,2.4822630007549902e+122,0.68411113820097691,8.4582872716070442e-29,0.99999999999998979,2.7559978051999114e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9637692220513979e+122,2.4684582568669875e-32,0.00015243740456838406,2.0145980912197319e-123,2.0145980912197319e-123,3.8112256084853285e-05,no
546,546,contraction,-5.6452163267601391e-63,5.6452163267601391e-63,0.012247403380750555,2.4684567517967235e-32,-72.779129817279895,4.0511141192655162e+31,-1.2990445310424542e+61,1.2990445310424542e+61,1.5755218356828382e+61,1.9296051456786406e+59,3.7233760182294878e+118,2.4822690547134208e+122,0.99985000111042921,2.4826414481738492e+122,0.00014999888957079044,2.0995731948645261e+94,2.4822690547134307e+122,0.68411113820097691,8.458282114413753e-29,1.000000000000004,2.755991083649705e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.963793434223216e+122,2.4684567517967235e-32,0.00014999888957079044,2.0145882645023686e-123,2.0145882645023686e-123,3.7502535131075629e-05,no
547,547,contraction,-5.5998747947455915e-63,5.5998747947455915e-63,0.012149048649140659,2.4684552708073083e-32,-72.779130417245781,4.0511165497965456e+31,-1.2886138924241089e+61,1.2886138924241089e+61,1.5755237262027164e+61,1.9141114397511604e+59,3.6638226037862603e+118,2.4822750118276921e+122,0.99985240061692082,2.4826414481738492e+122,0.00014759938307917775,2.0995769738848474e+94,2.4822750118276591e+122,0.68411113820097691,8.4582770397343469e-29,0.99999999999998668,2.7559844696549872e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9638172591345627e+122,2.4684552708073083e-32,0.00014759938307917775,2.0145785950515614e-123,2.0145785950515614e-123,3.6902569237974676e-05,no
548,548,contraction,-5.5548975457694716e-63,5.5548975457694716e-63,0.012051483770933119,2.4684538135133361e-32,-72.779131007612733,4.0511189414425615e+31,-1.278266981761612e+61,1.278266981761612e+61,1.5755255864780581e+61,1.8987421036128455e+59,3.6052215760321339e+118,2.4822808736470288e+122,0.99985476173891896,2.4826414481738492e+122,0.00014523826108103766,2.0995806924506853e+94,2.4822808736470633e+122,0.68411113820097691,8.4582720462488565e-29,1.000000000000014,2.7559779614941955e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9638407029789208e+122,2.4684538135133361e-32,0.00014523826108103766,2.0145690803491657e-123,2.0145690803491657e-123,3.6312202290786966e-05,no
549,549,contraction,-5.5102816505591267e-63,5.5102816505591267e-63,0.011954702403083843,2.468452379535661e-32,-72.779131588534312,4.0511212948256647e+31,-1.2680031275479604e+61,1.2680031275479604e+61,1.5755274169927501e+61,1.8834961398049195e+59,3.5475577086600331e+118,2.4822866416958474e+122,0.99985708509045368,2.4826414481738492e+122,0.00014291490954632113,2.0995843515290789e+94,2.4822866416958816e+122,0.68411113820097691,8.4582671326575157e-29,1.0000000000000138,2.7559715574733392e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9638637718500308e+122,2.468452379535661e-32,0.00014291490954632113,2.0145597179176821e-123,2.0145597179176821e-123,3.5731280709981736e-05,no
550,550,contraction,-5.4660242034576974e-63,5.4660242034576974e-63,0.011858698253487589,2.4684509685011458e-32,-72.77913216016168,4.0511236105581e+31,-1.2578216636464457e+61,1.2578216636464457e+61,1.575529218222937e+61,1.8683725588456599e+59,3.4908160186474787e+118,2.4822923174741794e+122,0.99985937127573277,2.4826414481738492e+122,0.00014062872426723327,2.0995879520717498e+94,2.4822923174742158e+122,0.68411113820097691,8.4582622976819873e-29,1.0000000000000147,2.7559652559255562e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9638864717447024e+122,2.4684509685011458e-32,0.00014062872426723327,2.0145505053191131e-123,2.0145505053191131e-123,3.5159653349368158e-05,no
551,551,contraction,-5.4221223222322732e-63,5.4221223222322732e-63,0.011763465080568875,2.4684495800426567e-32,-72.779132722643524,4.0511258892422638e+31,-1.2477219292511228e+61,1.2477219292511228e+61,1.5755309906371437e+61,1.8533703791716777e+59,3.4349817623909689e+118,2.4822979024580596e+122,0.9998616208892982,2.4826414481738492e+122,0.00013837911070180287,2.0995914950151172e+94,2.4822979024580478e+122,0.68411113820097691,8.4582575400640958e-29,0.99999999999999523,2.7559590552106809e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9639088085636175e+122,2.4684495800426567e-32,0.00013837911070180287,2.0145414401546293e-123,2.0145414401546293e-123,3.4597171494562279e-05,no
552,552,contraction,-5.3785731478836217e-63,5.3785731478836217e-63,0.011668996692876167,2.4684482137989056e-32,-72.779133276126231,4.0511281314709645e+31,-1.2377032688403734e+61,1.2377032688403734e+61,1.5755327346963983e+61,1.8384886270689415e+59,3.3800404318618419e+118,2.482303398099911e+122,0.99986383451618166,2.4826414481738492e+122,0.00013616548381834015,2.0995949812806962e+94,2.482303398099875e+122,0.68411113820097691,8.4582528585661181e-29,0.99999999999998557,2.7559529537148137e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9639307881133771e+122,2.4684482137989056e-32,0.00013616548381834015,2.0145325200637342e-123,2.0145325200637342e-123,3.404368879817289e-05,no
553,553,contraction,-5.3353738444575465e-63,5.3353738444575465e-63,0.011575286948679432,2.4684468694143897e-32,-72.779133820753771,4.0511303378275196e+31,-1.2277650321391005e+61,1.2277650321391005e+61,1.5755344508543515e+61,1.82372633661662e+59,3.3259777508690771e+118,2.4823088058289232e+122,0.99986601273205578,2.4826414481738492e+122,0.00013398726794422444,2.0995984117752574e+94,2.4823088058289532e+122,0.68411113820097691,8.4582482519701395e-29,1.0000000000000122,2.7559469498499004e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9639524161077316e+122,2.4684468694143897e-32,0.00013398726794422444,2.0145237427237603e-123,2.0145237427237603e-123,3.3499061256729614e-05,no
554,554,contraction,-5.2925215988577502e-63,5.2925215988577502e-63,0.011482329755570727,2.468445546539353e-32,-72.779134356667825,4.0511325088858205e+31,-1.2179065740748268e+61,1.2179065740748268e+61,1.5755361395573959e+61,1.8090825496218708e+59,3.2727796713463687e+118,2.4823141270514224e+122,0.99986815610338431,2.4826414481738492e+122,0.00013184389661569096,2.0996017873909178e+94,2.4823141270514477e+122,0.68411113820097691,8.4582437190771521e-29,1.0000000000000102,2.7559410420533177e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9639736981686258e+122,2.468445546539353e-32,0.00013184389661569096,2.014515105849439e-123,2.014515105849439e-123,3.2963147193605336e-05,no
555,555,contraction,-5.2500136206602799e-63,5.2500136206602799e-63,0.011390119070068178,2.4684442448295837e-32,-72.779134884007846,4.0511346452106637e+31,-1.2081272547352618e+61,1.2081272547352618e+61,1.5755378012447809e+61,1.7945563155568104e+59,3.2204323697048344e+118,2.4823193631512387e+122,0.99987026518756972,2.4826414481738492e+122,0.00012973481243028218,2.0996051090056617e+94,2.4823193631512504e+122,0.68411113820097691,8.458239258707907e-29,1.0000000000000047,2.7559352287874674e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9639946398285596e+122,2.4684442448295837e-32,0.00012973481243028218,2.0145066071919383e-123,2.0145066071919383e-123,3.2435807178213419e-05,no
556,556,contraction,-5.2078471419295236e-63,5.2078471419295236e-63,0.011298648897223065,2.4684429639463993e-32,-72.77913540291101,4.0511367473577745e+31,-1.198426439331228e+61,1.198426439331228e+61,1.5755394363487271e+61,1.7801466915034451e+59,3.1689222432706622e+118,2.4823245154900647e+122,0.99987234053309726,2.4826414481738492e+122,0.00012765946690274088,2.0996083774833776e+94,2.4823245154900353e+122,0.68411113820097691,8.4582348697018344e-29,0.99999999999998812,2.7559295085393723e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9640152465314158e+122,2.4684429639463993e-32,0.00012765946690274088,2.0144982445385227e-123,2.0144982445385227e-123,3.1916904019142576e-05,no
557,557,contraction,-5.1660194170357122e-63,5.1660194170357122e-63,0.01120791329023006,2.4684417035565175e-32,-72.77913591351232,4.0511388158740203e+31,-1.1888034981512298e+61,1.1888034981512298e+61,1.5755410452945397e+61,1.7658527420861862e+59,3.1182359067333029e+118,2.482329585407811e+122,0.99987438267967865,2.4826414481738492e+122,0.00012561732032134731,2.0996115936741856e+94,2.4823295854077806e+122,0.68411113820097691,8.4582305509171529e-29,0.99999999999998768,2.7559238798202831e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.964035523634215e+122,2.4684417035565175e-32,0.00012561732032134731,2.0144900157118358e-123,2.0144900157118358e-123,3.1406302712217676e-05,no
558,558,contraction,-5.124527722473905e-63,5.124527722473905e-63,0.011117906350040587,2.4684404633320119e-32,-72.779136415944606,4.0511408512974829e+31,-1.1792578065242824e+61,1.1792578065242824e+61,1.5755426285007186e+61,1.7516735394166381e+59,3.0683601886924125e+118,2.4823345742229533e+122,0.99987639215839175,2.4826414481738492e+122,0.00012360784160825311,2.0996147584145525e+94,2.4823345742229434e+122,0.68411113820097691,8.4582263012301478e-29,0.999999999999996,2.7559183411652904e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9640554764081486e+122,2.4684404633320119e-32,0.00012360784160825311,2.0144819185694755e-123,2.0144819185694755e-123,3.0903870422531617e-05,no
